age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y
22.000	Local-gov	399020.000	Some-college	10.000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000	0.000	55.000	United-States	<=50K
33.000	Private	345277.000	Bachelors	13.000	Never-married	Tech-support	Not-in-family	White	Female	0.000	0.000	45.000	United-States	>50K
20.000	Federal-gov	55233.000	Some-college	10.000	Never-married	Adm-clerical	Other-relative	White	Female	0.000	0.000	40.000	United-States	<=50K
28.000	Self-emp-not-inc	200515.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
25.000	Private	188119.000	HS-grad	9.000	Never-married	Handlers-cleaners	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
27.000	Private	176683.000	HS-grad	9.000	Never-married	Other-service	Not-in-family	White	Male	0.000	0.000	48.000	United-States	<=50K
22.000	Private	309178.000	HS-grad	9.000	Never-married	Transport-moving	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
67.000	Self-emp-not-inc	40021.000	HS-grad	9.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	35.000	United-States	<=50K
31.000	Self-emp-inc	49923.000	HS-grad	9.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
36.000	?	36635.000	Some-college	10.000	Never-married	?	Unmarried	White	Female	0.000	0.000	25.000	United-States	<=50K
43.000	Federal-gov	325706.000	Prof-school	15.000	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0.000	0.000	50.000	India	>50K
33.000	Private	124407.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
37.000	Self-emp-not-inc	301568.000	HS-grad	9.000	Married-civ-spouse	Prof-specialty	Wife	White	Female	0.000	0.000	35.000	United-States	>50K
27.000	Private	339956.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	Black	Male	0.000	0.000	60.000	United-States	<=50K
36.000	Private	176335.000	Some-college	10.000	Never-married	Transport-moving	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
33.000	Private	198452.000	Assoc-acdm	12.000	Divorced	Sales	Not-in-family	White	Female	0.000	0.000	45.000	United-States	<=50K
63.000	Private	213945.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	15024.000	0.000	40.000	Iran	>50K
48.000	Private	171807.000	Bachelors	13.000	Divorced	Other-service	Unmarried	White	Female	0.000	0.000	56.000	United-States	>50K
25.000	Private	362826.000	HS-grad	9.000	Never-married	Handlers-cleaners	Other-relative	White	Male	0.000	0.000	45.000	United-States	<=50K
41.000	Self-emp-not-inc	344329.000	HS-grad	9.000	Married-civ-spouse	Other-service	Husband	White	Male	0.000	0.000	10.000	United-States	<=50K
26.000	Private	137678.000	HS-grad	9.000	Never-married	Other-service	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
23.000	Private	175424.000	Some-college	10.000	Never-married	Adm-clerical	Own-child	Black	Female	0.000	0.000	40.000	United-States	<=50K
33.000	State-gov	73296.000	HS-grad	9.000	Never-married	Other-service	Unmarried	Black	Female	1831.000	0.000	40.000	United-States	<=50K
30.000	State-gov	137613.000	Masters	14.000	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0.000	0.000	17.000	Taiwan	<=50K
67.000	Self-emp-not-inc	354405.000	HS-grad	9.000	Widowed	Other-service	Not-in-family	White	Female	0.000	0.000	20.000	United-States	<=50K
32.000	Private	130057.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	55.000	United-States	>50K
48.000	Self-emp-not-inc	362883.000	HS-grad	9.000	Divorced	Craft-repair	Not-in-family	White	Male	0.000	0.000	60.000	United-States	>50K
51.000	Private	49017.000	HS-grad	9.000	Widowed	Other-service	Not-in-family	White	Female	0.000	0.000	24.000	United-States	<=50K
39.000	Private	149943.000	Masters	14.000	Never-married	Sales	Not-in-family	Asian-Pac-Islander	Male	0.000	0.000	40.000	China	<=50K
40.000	Self-emp-inc	99185.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	60.000	United-States	<=50K
40.000	Private	294708.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	Black	Male	0.000	0.000	40.000	United-States	>50K
19.000	Private	228238.000	HS-grad	9.000	Never-married	Machine-op-inspct	Other-relative	White	Male	0.000	0.000	40.000	Mexico	<=50K
28.000	Private	156819.000	HS-grad	9.000	Divorced	Handlers-cleaners	Unmarried	White	Female	0.000	0.000	36.000	United-States	<=50K
47.000	Private	332727.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	60.000	United-States	>50K
20.000	Private	289944.000	Some-college	10.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	20.000	United-States	<=50K
41.000	Private	116103.000	HS-grad	9.000	Widowed	Exec-managerial	Other-relative	White	Male	914.000	0.000	40.000	United-States	<=50K
29.000	Private	24153.000	Some-college	10.000	Married-civ-spouse	Other-service	Wife	Amer-Indian-Eskimo	Female	0.000	0.000	40.000	United-States	<=50K
40.000	Private	273425.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	50.000	United-States	>50K
61.000	Private	231183.000	HS-grad	9.000	Widowed	Exec-managerial	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
25.000	Private	313930.000	11th	7.000	Never-married	Craft-repair	Not-in-family	White	Male	0.000	0.000	40.000	Mexico	<=50K
26.000	Private	114483.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
43.000	Private	162108.000	Bachelors	13.000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
17.000	Private	168807.000	7th-8th	4.000	Never-married	Craft-repair	Not-in-family	White	Male	0.000	0.000	45.000	United-States	<=50K
43.000	Local-gov	143828.000	Masters	14.000	Divorced	Prof-specialty	Unmarried	Black	Female	9562.000	0.000	40.000	United-States	>50K
73.000	Private	242769.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	3471.000	0.000	40.000	England	<=50K
46.000	Local-gov	111558.000	Some-college	10.000	Divorced	Machine-op-inspct	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
19.000	Private	69770.000	Some-college	10.000	Never-married	Other-service	Own-child	White	Male	0.000	0.000	20.000	United-States	<=50K
37.000	Private	291981.000	HS-grad	9.000	Divorced	Machine-op-inspct	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
26.000	Private	102460.000	Some-college	10.000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
47.000	Private	151584.000	HS-grad	9.000	Divorced	Sales	Own-child	White	Male	0.000	1876.000	40.000	United-States	<=50K
47.000	Local-gov	287320.000	Masters	14.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
29.000	Private	115677.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
29.000	Private	239632.000	HS-grad	9.000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
33.000	Private	409172.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Own-child	White	Male	0.000	0.000	55.000	United-States	<=50K
20.000	Private	186849.000	HS-grad	9.000	Never-married	Transport-moving	Other-relative	White	Male	0.000	0.000	40.000	United-States	<=50K
28.000	Private	118861.000	10th	6.000	Married-civ-spouse	Craft-repair	Wife	Other	Female	0.000	0.000	48.000	Guatemala	<=50K
26.000	Private	142689.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	45.000	?	<=50K
41.000	State-gov	170924.000	Masters	14.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
67.000	?	274451.000	7th-8th	4.000	Married-civ-spouse	?	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
43.000	Private	153489.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
35.000	Private	186489.000	9th	5.000	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0.000	0.000	46.000	United-States	<=50K
18.000	Private	192409.000	12th	8.000	Never-married	Other-service	Own-child	White	Female	0.000	0.000	25.000	United-States	<=50K
55.000	State-gov	337599.000	Some-college	10.000	Divorced	Adm-clerical	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
44.000	Private	195545.000	HS-grad	9.000	Divorced	Machine-op-inspct	Own-child	Black	Female	0.000	0.000	40.000	United-States	<=50K
64.000	Private	61892.000	HS-grad	9.000	Widowed	Priv-house-serv	Not-in-family	White	Female	0.000	0.000	15.000	United-States	<=50K
34.000	Self-emp-not-inc	175697.000	Assoc-voc	11.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	75.000	United-States	<=50K
38.000	Private	80303.000	Some-college	10.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	60.000	United-States	>50K
25.000	Private	419658.000	HS-grad	9.000	Never-married	Other-service	Own-child	White	Female	0.000	0.000	8.000	United-States	<=50K
21.000	Private	319163.000	Some-college	10.000	Never-married	Transport-moving	Own-child	Black	Male	0.000	0.000	40.000	United-States	<=50K
37.000	Private	126743.000	1st-4th	2.000	Married-civ-spouse	Other-service	Husband	White	Male	0.000	0.000	53.000	Mexico	<=50K
39.000	Private	301568.000	Some-college	10.000	Divorced	Sales	Unmarried	White	Female	0.000	0.000	40.000	United-States	<=50K
34.000	Private	120461.000	Some-college	10.000	Divorced	Adm-clerical	Not-in-family	White	Female	0.000	0.000	50.000	United-States	<=50K
23.000	Private	268145.000	Bachelors	13.000	Never-married	Exec-managerial	Not-in-family	White	Female	0.000	0.000	45.000	United-States	<=50K
54.000	Private	257337.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
49.000	Self-emp-inc	213354.000	Masters	14.000	Separated	Exec-managerial	Not-in-family	White	Male	0.000	0.000	70.000	United-States	>50K
25.000	Private	303431.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	40.000	United-States	<=50K
51.000	Private	124963.000	Assoc-acdm	12.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
29.000	Private	158218.000	HS-grad	9.000	Never-married	Farming-fishing	Unmarried	White	Male	0.000	0.000	35.000	United-States	<=50K
27.000	State-gov	553473.000	Bachelors	13.000	Married-civ-spouse	Protective-serv	Wife	Black	Female	0.000	0.000	48.000	United-States	<=50K
53.000	Private	46155.000	HS-grad	9.000	Married-civ-spouse	Priv-house-serv	Other-relative	White	Female	0.000	0.000	40.000	United-States	<=50K
68.000	Private	138714.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	55.000	United-States	>50K
56.000	Private	231781.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
30.000	Private	496414.000	Doctorate	16.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	40.000	?	<=50K
24.000	Private	19410.000	HS-grad	9.000	Divorced	Sales	Unmarried	Amer-Indian-Eskimo	Female	0.000	0.000	48.000	United-States	<=50K
70.000	?	28471.000	9th	5.000	Widowed	?	Unmarried	White	Female	0.000	0.000	25.000	United-States	<=50K
24.000	Private	185821.000	Some-college	10.000	Never-married	Sales	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
74.000	?	272667.000	Assoc-acdm	12.000	Widowed	?	Not-in-family	White	Female	0.000	0.000	20.000	United-States	<=50K
23.000	?	194031.000	Some-college	10.000	Never-married	?	Not-in-family	White	Female	0.000	0.000	25.000	United-States	<=50K
41.000	Local-gov	144995.000	Masters	14.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	55.000	United-States	<=50K
45.000	Private	162494.000	HS-grad	9.000	Never-married	Sales	Own-child	White	Female	0.000	0.000	19.000	United-States	<=50K
35.000	Private	171968.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
21.000	Private	232569.000	HS-grad	9.000	Never-married	Handlers-cleaners	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
45.000	Private	161819.000	11th	7.000	Separated	Adm-clerical	Unmarried	Black	Female	0.000	0.000	25.000	United-States	<=50K
18.000	Private	123343.000	11th	7.000	Never-married	Sales	Not-in-family	White	Female	0.000	0.000	30.000	United-States	<=50K
49.000	Private	105449.000	Bachelors	13.000	Never-married	Priv-house-serv	Not-in-family	White	Male	0.000	0.000	25.000	United-States	<=50K
49.000	Private	181717.000	Assoc-voc	11.000	Separated	Prof-specialty	Own-child	White	Female	0.000	0.000	36.000	United-States	<=50K
45.000	Local-gov	102359.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	37.000	United-States	<=50K
27.000	Private	72887.000	HS-grad	9.000	Never-married	Handlers-cleaners	Other-relative	Asian-Pac-Islander	Male	0.000	0.000	40.000	United-States	<=50K
28.000	Private	154571.000	Some-college	10.000	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0.000	0.000	40.000	Philippines	<=50K
35.000	Private	255191.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	45.000	United-States	>50K
33.000	Private	174789.000	Some-college	10.000	Never-married	Machine-op-inspct	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
35.000	Private	110402.000	11th	7.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	35.000	United-States	<=50K
19.000	Private	208513.000	HS-grad	9.000	Never-married	Craft-repair	Other-relative	White	Male	0.000	0.000	40.000	United-States	<=50K
33.000	Private	121904.000	Some-college	10.000	Never-married	Other-service	Not-in-family	White	Female	0.000	0.000	28.000	United-States	<=50K
28.000	Private	34335.000	HS-grad	9.000	Divorced	Sales	Not-in-family	Amer-Indian-Eskimo	Male	14084.000	0.000	40.000	United-States	>50K
49.000	Private	59380.000	Some-college	10.000	Married-spouse-absent	Adm-clerical	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
61.000	?	135285.000	HS-grad	9.000	Married-civ-spouse	?	Husband	White	Male	0.000	2603.000	32.000	United-States	<=50K
39.000	Self-emp-inc	126675.000	Some-college	10.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	25.000	United-States	<=50K
22.000	Private	217363.000	HS-grad	9.000	Separated	Adm-clerical	Unmarried	White	Female	0.000	0.000	40.000	United-States	<=50K
42.000	Private	91836.000	10th	6.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
22.000	Private	184813.000	Some-college	10.000	Never-married	Adm-clerical	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
18.000	Private	178142.000	HS-grad	9.000	Never-married	Craft-repair	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
49.000	Local-gov	102359.000	9th	5.000	Widowed	Handlers-cleaners	Unmarried	White	Male	0.000	2231.000	40.000	United-States	>50K
33.000	Self-emp-inc	281832.000	Doctorate	16.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	Cuba	>50K
28.000	Private	96226.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
42.000	Private	195124.000	7th-8th	4.000	Married-spouse-absent	Prof-specialty	Other-relative	White	Male	0.000	0.000	35.000	Puerto-Rico	<=50K
20.000	Private	56322.000	Some-college	10.000	Never-married	Other-service	Own-child	White	Male	2176.000	0.000	25.000	United-States	<=50K
50.000	Local-gov	97449.000	Some-college	10.000	Married-civ-spouse	Protective-serv	Husband	White	Male	0.000	0.000	48.000	United-States	<=50K
32.000	Private	339773.000	Some-college	10.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
31.000	Federal-gov	210926.000	HS-grad	9.000	Separated	Handlers-cleaners	Unmarried	White	Female	0.000	0.000	40.000	United-States	<=50K
29.000	Private	199499.000	Assoc-voc	11.000	Never-married	Other-service	Not-in-family	Black	Male	0.000	0.000	40.000	United-States	<=50K
46.000	Federal-gov	190729.000	Some-college	10.000	Married-civ-spouse	Other-service	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
32.000	Self-emp-inc	191385.000	Doctorate	16.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	77.000	United-States	<=50K
61.000	Private	193479.000	HS-grad	9.000	Widowed	Adm-clerical	Unmarried	White	Female	0.000	0.000	24.000	United-States	<=50K
43.000	Self-emp-not-inc	225165.000	11th	7.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	55.000	United-States	<=50K
35.000	Private	346766.000	HS-grad	9.000	Never-married	Handlers-cleaners	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
39.000	State-gov	152307.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
18.000	?	79990.000	11th	7.000	Never-married	?	Own-child	White	Male	0.000	0.000	35.000	United-States	<=50K
42.000	Self-emp-not-inc	170649.000	Some-college	10.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	60.000	United-States	<=50K
23.000	Private	197207.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
32.000	Private	229732.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
52.000	Private	204402.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	85.000	United-States	>50K
36.000	Private	181065.000	Assoc-acdm	12.000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
38.000	Private	179579.000	Some-college	10.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	50.000	?	>50K
50.000	Private	237729.000	HS-grad	9.000	Widowed	Sales	Not-in-family	White	Female	0.000	2444.000	72.000	United-States	>50K
23.000	?	164574.000	Assoc-acdm	12.000	Never-married	?	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
71.000	Private	179574.000	Prof-school	15.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	12.000	United-States	>50K
27.000	Private	191782.000	HS-grad	9.000	Never-married	Other-service	Other-relative	Black	Female	0.000	0.000	30.000	United-States	<=50K
56.000	Private	146660.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	60.000	United-States	<=50K
28.000	Self-emp-not-inc	115945.000	Some-college	10.000	Never-married	Prof-specialty	Unmarried	White	Male	0.000	0.000	40.000	United-States	<=50K
45.000	Private	210875.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
28.000	Private	137898.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Wife	White	Female	0.000	0.000	40.000	United-States	<=50K
28.000	Local-gov	216965.000	Some-college	10.000	Married-civ-spouse	Protective-serv	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
18.000	Private	201554.000	Some-college	10.000	Never-married	Machine-op-inspct	Not-in-family	White	Female	0.000	0.000	15.000	United-States	<=50K
62.000	Private	57970.000	7th-8th	4.000	Divorced	Handlers-cleaners	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
35.000	Private	208378.000	12th	8.000	Separated	Machine-op-inspct	Unmarried	White	Female	0.000	0.000	40.000	United-States	<=50K
39.000	Private	61343.000	10th	6.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	60.000	United-States	<=50K
24.000	Private	283872.000	Some-college	10.000	Never-married	Adm-clerical	Not-in-family	Black	Male	0.000	0.000	20.000	United-States	<=50K
58.000	Private	225603.000	9th	5.000	Divorced	Farming-fishing	Not-in-family	Black	Male	0.000	0.000	40.000	United-States	<=50K
48.000	Private	401333.000	HS-grad	9.000	Divorced	Sales	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
57.000	Private	278228.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	50.000	United-States	>50K
31.000	Private	145377.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	60.000	United-States	<=50K
25.000	Private	120238.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
34.000	Private	187215.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Wife	White	Female	15024.000	0.000	36.000	United-States	>50K
29.000	Self-emp-not-inc	144063.000	7th-8th	4.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	72.000	United-States	<=50K
38.000	Private	238721.000	Assoc-acdm	12.000	Divorced	Exec-managerial	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
21.000	Private	164920.000	Some-college	10.000	Never-married	Other-service	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
34.000	Self-emp-not-inc	152493.000	HS-grad	9.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	70.000	United-States	<=50K
50.000	Private	92968.000	Bachelors	13.000	Never-married	Sales	Unmarried	White	Female	0.000	0.000	32.000	United-States	<=50K
50.000	Private	136836.000	HS-grad	9.000	Divorced	Prof-specialty	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
49.000	Federal-gov	216453.000	Assoc-voc	11.000	Divorced	Exec-managerial	Unmarried	Black	Female	0.000	0.000	45.000	United-States	<=50K
30.000	Private	349148.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	70.000	United-States	<=50K
29.000	State-gov	309620.000	Masters	14.000	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0.000	0.000	20.000	Taiwan	<=50K
22.000	State-gov	347803.000	Some-college	10.000	Never-married	Adm-clerical	Not-in-family	Other	Male	0.000	0.000	20.000	United-States	<=50K
42.000	Private	85995.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
19.000	?	167428.000	Some-college	10.000	Never-married	?	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
31.000	Private	164569.000	Some-college	10.000	Divorced	Other-service	Unmarried	White	Female	0.000	0.000	48.000	United-States	<=50K
42.000	Self-emp-not-inc	308279.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	21.000	United-States	<=50K
20.000	Private	56322.000	Some-college	10.000	Never-married	Other-service	Own-child	White	Male	0.000	0.000	20.000	United-States	<=50K
51.000	?	203015.000	HS-grad	9.000	Married-civ-spouse	?	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
50.000	Private	211654.000	10th	6.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
27.000	Self-emp-inc	120126.000	9th	5.000	Never-married	Craft-repair	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
26.000	Private	239043.000	11th	7.000	Never-married	Other-service	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
61.000	?	179761.000	HS-grad	9.000	Married-civ-spouse	?	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
20.000	Private	312017.000	Some-college	10.000	Never-married	Protective-serv	Own-child	White	Male	0.000	0.000	40.000	Germany	<=50K
51.000	Private	257485.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
52.000	Private	49243.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
33.000	Private	229716.000	HS-grad	9.000	Divorced	Adm-clerical	Not-in-family	White	Male	0.000	0.000	38.000	United-States	<=50K
31.000	Private	341672.000	Bachelors	13.000	Married-civ-spouse	Adm-clerical	Husband	Asian-Pac-Islander	Male	0.000	0.000	60.000	India	<=50K
24.000	Private	32311.000	Some-college	10.000	Married-civ-spouse	Other-service	Wife	White	Female	0.000	0.000	40.000	United-States	<=50K
56.000	Private	275236.000	Bachelors	13.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
19.000	?	400356.000	Some-college	10.000	Never-married	?	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
29.000	Private	184596.000	11th	7.000	Married-civ-spouse	Craft-repair	Husband	White	Male	3942.000	0.000	50.000	United-States	<=50K
18.000	Private	186909.000	HS-grad	9.000	Never-married	Sales	Other-relative	White	Female	1055.000	0.000	30.000	United-States	<=50K
43.000	Private	152420.000	Some-college	10.000	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	0.000	0.000	50.000	United-States	<=50K
43.000	State-gov	261929.000	Doctorate	16.000	Married-spouse-absent	Prof-specialty	Unmarried	White	Male	25236.000	0.000	64.000	United-States	>50K
21.000	Private	235442.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
51.000	Private	161691.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	40.000	United-States	<=50K
20.000	?	173945.000	11th	7.000	Married-civ-spouse	?	Other-relative	White	Female	0.000	0.000	39.000	United-States	<=50K
41.000	Private	355918.000	Some-college	10.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	65.000	United-States	>50K
45.000	State-gov	198660.000	Some-college	10.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
20.000	Private	122649.000	HS-grad	9.000	Never-married	Other-service	Not-in-family	White	Female	0.000	0.000	30.000	United-States	<=50K
28.000	Private	421967.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Wife	White	Female	0.000	0.000	60.000	United-States	>50K
50.000	Local-gov	259377.000	Masters	14.000	Married-civ-spouse	Prof-specialty	Wife	White	Female	15024.000	0.000	40.000	United-States	>50K
47.000	Private	74305.000	Bachelors	13.000	Divorced	Craft-repair	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
80.000	Self-emp-not-inc	34340.000	7th-8th	4.000	Widowed	Farming-fishing	Not-in-family	White	Male	0.000	0.000	35.000	United-States	<=50K
47.000	Self-emp-not-inc	182752.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	35.000	Iran	<=50K
19.000	?	48393.000	Some-college	10.000	Never-married	?	Own-child	White	Male	0.000	0.000	84.000	United-States	<=50K
45.000	Private	34248.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
17.000	Private	186677.000	11th	7.000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000	0.000	12.000	United-States	<=50K
37.000	Private	167851.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
27.000	Private	146460.000	Some-college	10.000	Never-married	Machine-op-inspct	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
17.000	Private	209650.000	12th	8.000	Never-married	Other-service	Own-child	White	Male	0.000	0.000	16.000	United-States	<=50K
